episode,reward,time,x,y,z,x_velocity,y_velocity,z_velocity
42,183.2732954865172,5.0399999999999805,-28.653964212652845,0.005364305533968748,74.70386701830257,-17.42336531782554,0.00294353893497528,8.46982611754287
43,182.67516141777588,5.0399999999999805,-19.93883220317661,0.0009729129046505516,79.20948016421156,-13.324161033487991,0.0005470399298797531,12.70136885534975
44,184.47339984713673,5.0399999999999805,-24.106910528411568,0.004876283660163029,77.03214185089843,-15.756602264990333,0.002564057402862198,10.43572533227295
45,184.1157864883151,5.0399999999999805,-18.53053757856181,0.008318627899663035,79.67313743926373,-11.916142025272686,0.006762911675572292,13.655194867746056
46,178.64134233569638,5.0399999999999805,-32.46058720932793,-0.0037658825329079087,74.61021283771855,-17.094750168154633,-0.0022806270845448194,10.80894689864861
47,182.71100951052816,5.0399999999999805,-31.074287865570266,-0.00302092331415732,72.95293234893481,-18.671254806496936,-0.0014957635599513297,6.641055101336456
48,192.4277547549985,5.0399999999999805,-2.3535378493065746,0.0025486738913357327,83.01329725109672,1.5770528119651197,0.0005009206630618336,17.428341953473783
49,217.6971476730981,5.0399999999999805,4.797937677042881,0.002149522769362644,82.60617629891534,5.997247859810516,0.001672037009953552,16.75281528484919
50,192.83507484446477,5.0399999999999805,19.958226475967017,-0.006182785818326392,79.08876735912861,12.605541780726018,-0.004040739857231164,13.387070018570366
51,208.7385618596614,5.0399999999999805,-6.553585653098011,-0.0011282190808891003,82.3457200219515,-6.650518914467251,-0.0008106497563597092,16.257933622393733
52,202.76825631861396,5.0399999999999805,-12.97872510407937,0.0020086242340095393,80.91949670347108,-10.085181551237639,0.0012245997699825483,14.752883312632408
53,187.90954885775201,5.0399999999999805,-18.205155168317493,0.004923671092362919,80.58386314000448,-9.538245204460075,0.0036131834749416453,16.256880166629546
54,196.01920290225846,5.0399999999999805,-17.29497056751605,-0.00908073395661162,79.44219157431985,-13.896724309314296,-0.005607608869330298,12.275062207181318
55,195.54651708478121,5.0399999999999805,3.9352473265956593,-0.00362676496062265,82.6983266441838,2.4410897197311483,-0.002234623898528637,17.13224527784668
56,178.62170064577862,5.0399999999999805,-32.054626450303545,0.003624366615959037,75.36804707013445,-16.227898360286677,0.002674100555537312,11.400568445359006
57,231.26642363664408,5.0399999999999805,-0.7416377140806353,-0.0017432009530858011,82.83477159430313,0.3689693300341538,-0.0004605896693716585,17.33318438787021
58,182.89931824679326,5.0399999999999805,20.256127270388582,0.005926415367980382,80.09322781153024,8.599701873722147,0.0039204662887016295,16.254266615856125
59,208.25199048322153,5.0399999999999805,8.62311919672194,0.004116848188498916,82.00797994613231,7.460383708064881,0.003593132888933816,15.929036686560014
60,185.43633292482986,5.0399999999999805,-38.86008479683856,1.6246167033724308,68.049654704109,-27.23538362972388,1.2369322047855758,0.36195363693367066
61,-51.29040234159139,1.740000000000001,0.5887109618297686,2.0127250156946412,0.0,1.156008890322645,2.0720938645184264,-14.238453941791764
62,-52.3285489612509,1.740000000000001,1.9106186489208623,1.9483831428896974,0.0,3.9086739833588475,1.9883930103128034,-14.065030074286048
63,-52.34642373277108,1.740000000000001,-1.0361646441079297,2.031872929474136,0.0,-2.154404666990779,2.0880982970944038,-14.22367603476366
64,-52.70368666259516,1.740000000000001,-2.17866662314547,1.9683134389006505,0.0,-4.944879879797779,1.9694739771881342,-14.041881276614328
65,-50.439618232641934,1.740000000000001,-0.28432198319872803,1.9972130509531647,0.0,-1.003278318913533,2.0516091383109103,-14.22159424799356
66,-50.753547048714175,1.740000000000001,-0.2506451352757143,1.9371048559606134,0.0,0.15225920910203394,2.0137475121356436,-14.213831631105082
67,-50.922102722922226,1.740000000000001,-0.45980453251192005,1.9389545583704257,0.0,-0.3649087574060524,2.0202383331046834,-14.22028108745132
68,-51.69146966220352,1.740000000000001,1.735668929002471,1.9484688249791442,0.0,4.351686053444446,1.9910734132834738,-14.04050733160096
69,-50.30992711155189,1.740000000000001,0.5968519722003641,1.9490677286627318,0.0,2.6213519693506147,1.96898234856054,-14.135098871224018
70,-53.29427952765579,1.740000000000001,-2.26614423212861,1.968473848877688,0.0,-4.410670361922528,1.972072631885109,-14.071647620739228
71,-52.98449316652159,1.740000000000001,2.484302373085484,1.9809962536954893,0.0,5.803137538190654,1.9828859076191052,-13.930292299092624
72,-52.43608778903719,1.740000000000001,-1.5905988400683988,1.9704650770582315,0.0,-3.336361253126561,1.9925454028209524,-14.124610235931634
73,-51.807986843170774,1.740000000000001,0.8676102644867387,1.9976348437127627,0.0,1.6088965569116862,2.035501149397807,-14.209598266876863
74,-51.45069137563261,1.740000000000001,0.8387676103609483,1.9970220941915748,0.0,2.1517006119239586,2.0449388178667145,-14.19618062202292
75,-50.36151138050262,1.740000000000001,-0.35796303945582186,1.9842520530721104,0.0,-1.4100061785865183,2.0020173016611094,-14.186329054112287
76,-50.90077331318213,1.740000000000001,-0.720697837367697,1.9958889254643624,0.0,-2.129226717109353,2.0692156481583055,-14.219082046686246
77,-51.93622406955426,1.740000000000001,0.6331128316065819,2.035588610033739,0.0,0.8218170392719705,2.118483389297235,-14.278282963368582
78,-52.37575856781589,1.740000000000001,-2.4210018950603436,1.9100459220204709,0.0,-5.801835814468457,1.9027868084352666,-13.975797601331125
79,-52.60177325534234,1.740000000000001,1.686265478362743,1.9717999122551149,0.0,3.2894625831793936,2.0268502697093083,-14.13587273016044
80,-49.93748539247812,1.680000000000001,-3.100616275988064,1.1752312608886506,0.0,-8.658820305877418,0.907549468045437,-14.697043778959006
81,-52.3756977689702,1.740000000000001,1.7235242440277092,1.99825640815671,0.0,3.5455227363503843,2.0672758317246394,-14.14255972767182
82,-49.42480010379419,1.680000000000001,-2.2317160383112347,1.6767660571083414,0.0,-5.403957445783091,-1.576496549191563,-11.353566639194453
83,-54.02634962733043,1.8000000000000012,-1.2628351780468672,3.5232214475331527,0.0,-6.412573313234202,6.661481773315321,-17.912734801234205
84,-44.28445087620273,1.680000000000001,-0.22372658827373468,1.2321208654803772,0.0,-1.9259931445183787,2.8395934468817607,-15.937912052432
85,-52.37192495167763,1.740000000000001,1.726944754768256,1.9761337818624458,0.0,3.759039359933161,1.993434459132968,-14.081671062354271
86,-45.529100353346664,1.620000000000001,-0.161584409299368,3.762071944869591,0.0,-0.808178725668154,0.3667391321404142,-22.46757763517623
87,-50.517910760153256,1.680000000000001,-1.9620601504497657,6.026866758900147,0.0,-4.447891980221709,2.1183301081292587,-26.069439835305936
88,-52.466340416839195,1.740000000000001,2.1100350849687564,1.974468345751446,0.0,4.87313863371039,1.9495554929449481,-13.9729180133709
89,-58.69915634156096,1.8600000000000012,-2.3071393354845644,7.063442362998643,0.0,-4.670525235138949,6.65664234351273,-26.873568841583108
90,-48.5869279399521,1.9200000000000013,-2.9531470775195348,10.460357295412647,0.0,-5.677611313397035,12.541634215581233,-28.95032334100965
91,-34.342520699877866,1.740000000000001,-1.0465294109150707,-2.5710960911947853,0.0,-1.4444772955276992,-11.773231193879342,-12.890396523387675
92,-52.56226135734894,1.620000000000001,-0.9370322294220279,8.248818468698722,0.0,-1.9278728317126759,9.6270596700358,-27.810267636325076
93,-37.98878567919492,1.4400000000000008,-0.8350775277073856,0.01219219488519401,0.0,-3.1933820870526866,-3.0463381396885856,-15.620694576454058
94,-51.36781281075887,1.740000000000001,1.1838382931350895,1.9193274811975927,0.0,2.677095554192191,1.9614754900203204,-14.118890697457596
95,-52.09231384482212,1.740000000000001,1.3681121263788298,1.978660694709235,0.0,3.1985178943207164,1.9919254870818808,-14.115569205374394
96,-52.141337659721,1.740000000000001,1.4859981142099585,1.930748223936498,0.0,2.74683762231907,1.9970790663273368,-14.144603900849214
97,-51.73102600521508,1.740000000000001,-1.3595900887770065,1.9876683911908652,0.0,-3.614415281508428,2.030135653038128,-14.157058503304185
98,-52.25166565103287,1.740000000000001,1.9219495082814209,1.9797576720914258,0.0,4.495851326673572,2.0022411509852818,-14.03662598398651
99,-49.094777878545294,1.680000000000001,0.48067233597855996,1.9647476480413386,0.0,0.3262795402288193,0.25224253787187645,-13.961742347390901
100,-50.786921246726344,1.740000000000001,-0.5612623356421705,1.9419130625898064,0.0,-1.0936992045339666,2.0173026245484973,-14.205145728452925
101,-51.545521978698595,1.740000000000001,0.6342807067046987,1.988415238708232,0.0,0.9297896011780792,2.0364999916950497,-14.219075968700192
102,-53.377232910000096,1.740000000000001,2.329945282208862,2.020166766777047,0.0,4.3943262580060845,2.048265551202717,-14.073625933082644
103,-51.75539089942762,1.740000000000001,-1.1150469249180766,2.0374514335096565,0.0,-3.2789388797213834,2.0814161652653884,-14.202211701296307
104,-51.38039744561032,1.740000000000001,1.3558442506150086,1.9848536882362988,0.0,4.322641313740587,1.9936254091612726,-14.066579070240193
105,-51.26626588929382,1.740000000000001,-0.6273214091502437,1.976149232663608,0.0,-1.2428139721550024,2.030819143490209,-14.217302234547615
106,-52.78138976056432,1.740000000000001,2.2236627396238773,1.940583924840583,0.0,4.633571569335612,1.9613498157584632,-14.006740093290613
107,-53.33177978890485,1.740000000000001,2.822599741975936,1.9420959647918317,0.0,5.322207243801034,1.9577277926109131,-13.943197841028232
108,-50.062015539637535,1.740000000000001,-0.34086427752072174,1.9290421942022467,0.0,-1.6764135735402435,1.9788361367286438,-14.171469579044917
109,-51.04805468757243,1.740000000000001,1.115464350130356,1.9531563204198576,0.0,2.9600927738761684,1.9831288374425287,-14.123870998315159
110,-52.331026484069376,1.740000000000001,-1.9177621207197757,1.9632639495922402,0.0,-4.2243455781086565,2.003989888943263,-14.099119224536725
111,-51.59368691464113,1.740000000000001,0.9514372631278437,1.9214593938379816,0.0,1.4411234449736114,1.964891195419177,-14.168057385542008
112,-52.92581942441874,1.740000000000001,2.4995341837098617,1.9751316426488017,0.0,5.320769188578866,2.0198591169855993,-13.992922731025628
113,-51.31260109124852,1.740000000000001,0.7621954389710137,2.0038995491236524,0.0,1.8478553079789848,2.044479367818969,-14.202751092130443
114,-50.241275955783195,1.740000000000001,-0.4917501326439471,1.9126178366647915,0.0,-1.0909671377551986,1.9652645287335049,-14.176457313411744
115,-50.66838031350651,1.740000000000001,0.36766555581244803,1.9801022120752996,0.0,1.0691094445779696,2.0480792439538327,-14.228267111443005
116,-52.33729112241829,1.740000000000001,-1.9610398393349169,2.0056519195705937,0.0,-4.775796804867751,2.0221880998741595,-14.085726547480405
117,-51.36467818923981,1.740000000000001,-0.2617223727232954,2.002226601194491,0.0,0.22573482191781646,2.0721296537383305,-14.252157604976416
118,-50.321985106124906,1.740000000000001,-0.1215236722514503,1.9722989070916028,0.0,-0.09734781706914718,2.0197755836948863,-14.220863482300338
119,-52.64888633182788,1.740000000000001,-2.2316687059330267,2.007296001776149,0.0,-4.887499286299402,2.050593929058474,-14.08835473813487
120,-53.19094715782833,1.740000000000001,-2.6867693339489915,1.9643901504865693,0.0,-5.4658373369215445,1.927902790981821,-13.984674353518892
121,-52.41254255954704,1.740000000000001,1.7314818826234224,1.9663302382116317,0.0,3.390053488723302,2.0228746565338684,-14.125053859278747
122,-51.486394735804424,1.740000000000001,1.8319099613874124,1.9248447245472997,0.0,4.579995121103745,1.964802287225095,-14.00856573624891
123,-51.22507429125929,1.740000000000001,-0.9099373775532374,1.9839376485845317,0.0,-2.2365639601822016,2.0364014763068647,-14.193702251447647
124,-52.551024022376275,1.740000000000001,-2.036131448983447,1.9768336599302472,0.0,-4.286938968239686,1.9999516692629733,-14.087966513594484
125,-50.29982819455072,1.740000000000001,-0.5602693523087595,1.9575796615976258,0.0,-1.9252364532063395,2.020788558325177,-14.19587449955693
126,-53.08955309644802,1.740000000000001,-3.9257709872143782,1.9547912439547628,0.0,-10.108817699308528,1.7703633428235626,-13.751881708171824
127,-50.34115452811461,1.740000000000001,-0.7994409755452544,1.9003148651395037,0.0,-1.9543313227341703,1.9672972986874997,-14.154085055425348
128,-51.79758692110959,1.740000000000001,1.462862606625161,1.9288414081377683,0.0,3.220922925659029,1.957508391622813,-14.092923925772736
129,-50.493437300339316,1.740000000000001,0.6577954141910475,1.9667292551788333,0.0,2.3035921466980613,2.0122135599460997,-14.17654021839145
130,-52.61783965868599,1.740000000000001,1.3561476358366868,2.0022005931906937,0.0,2.1471639735018537,2.0465740330808613,-14.195128284687518
131,-51.63130062027617,1.740000000000001,1.239136251368701,2.005719435508467,0.0,3.0851179084392983,2.0595835825322237,-14.161319346119628
132,-49.32681840264026,1.740000000000001,0.12063035925213615,1.8500407540058463,0.0,0.7511285490394957,1.9023920621791808,-14.146565419250022
133,-51.86274501435436,1.740000000000001,1.6372847926720155,2.0148133715485086,0.0,4.26311913553093,2.040656328839013,-14.075745970632768
134,-51.61719660110276,1.740000000000001,-1.9725669511709076,1.951530522777047,0.0,-5.502612226543711,1.950658832656413,-14.022808689090597
135,-52.41778023394464,1.740000000000001,2.0726090054707416,1.9379444460674553,0.0,4.637323294125548,1.9514785873819913,-14.003722459249664
136,-51.793004074464044,1.740000000000001,1.412159765283339,1.8740543751598613,0.0,2.7385368882604566,1.9165608211974567,-14.1017891112183
137,-51.174224431754915,1.740000000000001,1.0037916532643485,1.9141095217499182,0.0,2.409067883810419,1.965488529067852,-14.13892651476448
138,-52.664412652519715,1.740000000000001,-2.2769512320920104,1.962123442504714,0.0,-5.10268033351556,1.989296043750597,-14.062080012481182
139,-52.57733182420472,1.740000000000001,2.2748029985117086,1.9259508336562012,0.0,4.678924287240809,1.930541848448283,-13.976121030526963
140,-50.1518479930808,1.740000000000001,0.4390242085788703,1.9500915984764255,0.0,1.3318301845347194,2.0353560450638164,-14.21412964500547
141,-51.45608262579907,1.740000000000001,-0.3264878507004638,1.9674985537434073,0.0,0.33286133210983665,1.9960454112112824,-14.207138067814196
142,-50.09273743486883,1.740000000000001,0.0771192362251878,1.991980334851917,0.0,0.20105452026324144,2.072100352511381,-14.256054117829763
143,-50.04055317295313,1.740000000000001,0.4419643284741747,1.8908900247640197,0.0,1.1738310472653082,1.9747669964837327,-14.179723735642563
144,-53.274131329971496,1.740000000000001,-3.296224375140852,1.857872462653797,0.0,-8.177895090232694,-0.02137824626160817,-13.513786070259219
145,-51.63244456921893,1.740000000000001,-0.9423869279549123,2.011623721365727,0.0,-2.4172207174883065,0.7429110734110134,-13.816721083829714
146,-52.39114790564079,1.740000000000001,-1.837781461503169,1.4041137158581365,0.0,-4.226506311446863,-2.1933320804555336,-15.705516628708738
147,-51.52162636739474,1.740000000000001,1.2337363736345153,1.956140781418956,0.0,3.1094333870633624,2.0030988331137194,-14.131563887811113
148,-48.48510682249694,1.680000000000001,-1.3888945969195003,1.836728161985405,0.0,-3.8573003915621142,0.10909655569025734,-13.868668566738547
149,-52.62590598588266,1.740000000000001,1.9060225122414578,1.9691356444716772,0.0,3.5311725545127572,2.0408436207880136,-14.130128989939433
150,-50.57190296417427,1.740000000000001,-0.44875528598634007,1.9858048674834863,0.0,-1.8832016744057818,0.9057146536294177,-13.942441987769127
151,-50.517768279554254,1.740000000000001,0.84627454276318,1.903508668574561,0.0,2.2591238718268345,1.9365023338925011,-14.125744292410257
152,-50.5873936774533,1.740000000000001,0.035230132796866036,1.5735490580197478,0.0,-0.6815523532856431,-1.8022449597533474,-15.436346400755795
153,-53.02247863422375,1.740000000000001,-2.895878791292252,1.6853322165714573,0.0,-7.072376003568156,-1.8294065325098865,-16.09129074449479
154,-50.79823550856397,1.740000000000001,0.4448548160812062,1.9740422570471292,0.0,0.7444514408788795,2.0360462803457566,-14.224804030132024
155,-52.68150952700013,1.740000000000001,3.0157738477676213,1.9471162137512037,0.0,7.452709620168951,1.883918657225819,-13.711176861711772
156,-52.34630199740093,1.740000000000001,2.002175759545487,1.9518928077459405,0.0,4.409471876738356,1.9922368899377574,-14.039531948163656
157,-51.87855371585971,1.740000000000001,1.208698438095295,1.974265278890972,0.0,2.518593223235192,2.0342998439573017,-14.17256825483527
158,-51.331669691137066,1.740000000000001,1.5465156770226471,1.9323680332161983,0.0,3.9801201883770285,1.9490383731435412,-14.03862680948433
159,-50.98891074132095,1.740000000000001,1.1435612294651496,1.9778951810409067,0.0,3.8389331935627005,1.9879039419268592,-14.093453774064889
160,-50.67967708971095,1.740000000000001,-0.37056759691140434,2.0159162613579644,0.0,-1.0727824750045274,2.0898382978788463,-14.260286632327643
161,-50.6174647054713,1.740000000000001,-0.09993549984093751,1.9621116465575819,0.0,0.20445570275125016,2.029437320261738,-14.221959635000108
162,-50.82355134228578,1.740000000000001,-1.0336651987502816,1.8819738278068292,0.0,-2.848404837387528,1.9245866424447913,-14.3110170955962
163,-51.103591697077356,1.740000000000001,0.16166519408520624,1.9804766840794858,0.0,-1.0303816326519772,2.0090492869510226,-14.21478702189127
164,-49.51119785025156,1.740000000000001,0.36110038817448226,1.8809361738593118,0.0,1.1003788147017577,1.954629902143668,-14.16788686755844
165,-50.49566014740968,1.740000000000001,0.8941584249195332,1.9163268169268464,0.0,2.6239864689665136,1.974957095714606,-14.136466920290863
166,-49.79122902879042,1.740000000000001,-0.2673046400913585,1.9233169054188295,0.0,-1.070348449532105,1.9293780159232428,-14.201106370897573
167,-49.80880964694347,1.680000000000001,-3.7679248584757903,2.4883820466414712,0.0,-8.315313568026907,2.7371437759369552,-14.877700841039276
168,-52.75679804842367,1.740000000000001,-4.530978195414783,2.0767532014281724,0.0,-6.050129585058774,2.130760426331371,-14.569561718476374
169,-49.32388719851632,1.680000000000001,0.880314420132824,2.011556989708409,0.0,1.992856138758307,0.30429160033017383,-13.89269738336281
170,-63.668993700397316,1.9200000000000013,11.129323832595054,3.3704223478494386,0.0,10.730884627003038,1.7753498282417008,-13.74821632963067
171,-58.4888762801151,1.8000000000000012,-4.764102774173804,1.9854720007740876,0.0,1.5987175892095724,1.2456412169589555,-14.000691493301563
172,-62.9515850788939,1.9200000000000013,12.013965114671034,3.1197809670168852,0.0,8.613841943687731,1.6451248166753984,-13.80022534131057
173,-62.44282200980072,1.740000000000001,-8.733247776579761,1.7993225993754776,0.0,9.790478465093388,1.7833911812265866,-13.130364264296153
174,-51.95729782266271,1.740000000000001,0.8121391460707289,2.0460643564864056,0.0,1.4450898587058827,2.1258858126187983,-14.270544917332021
175,-53.63821632908835,1.740000000000001,3.59815785815096,1.9408928333614606,0.0,7.17667436973217,1.9288180513438342,-13.730111935786384
176,-51.91419310564135,1.740000000000001,1.3425280604618788,1.920946516240295,0.0,2.230355082571441,1.9589969300557923,-14.136902351919113
177,-50.09614977327839,1.740000000000001,-0.13836965804648366,1.980980197994433,0.0,-0.7827385969316151,2.0266204859766566,-14.21709464051218
178,-51.17315475826721,1.740000000000001,-0.7569797045675507,1.9802378449420721,0.0,-1.5312713043049517,2.0306909955735057,-14.210116041027236
179,-52.21954235158199,1.740000000000001,-1.638897156811323,1.984549939794276,0.0,-3.5836839596409633,1.9687634304793313,-14.126421792291584
180,-52.44151699439017,1.740000000000001,-2.0312027437029703,1.9978535141564893,0.0,-5.2611928519166575,1.9664499138227778,-14.063428640464627
181,-50.07878313512073,1.740000000000001,0.21281334051629386,1.9593541244772732,0.0,0.46349809548285087,2.02982993433639,-14.222816470380993
182,-52.779810616007865,1.740000000000001,1.4578225009147712,1.9989366196663123,0.0,2.0845271228402145,2.0546424638399996,-14.2096307898622
183,-50.67218449920284,1.740000000000001,-0.6685005949712499,1.9621854210842753,0.0,-1.973749522695604,2.0172874239313243,-14.188928611664156
184,-50.77299032675144,1.740000000000001,-0.9393986258887428,1.9418113692109091,0.0,-2.548830065972295,2.005040039924322,-14.170151197471695
185,-52.6386896890952,1.740000000000001,1.944586580693578,1.9703054013165398,0.0,4.361200956555764,1.9875908030171914,-14.051264818811498
186,-51.84645464403251,1.740000000000001,-1.4124623019179987,1.992193806818218,0.0,-3.4928234656810453,2.018260939013386,-14.135500126698611
187,-50.3999508506919,1.740000000000001,-0.5675228518204437,1.91004492226742,0.0,-1.1181473401048811,1.9279844596436875,-14.14930072466437
188,-52.664013924256224,1.740000000000001,2.854209133028012,1.9385165605453873,0.0,6.914005801136409,1.8968861108971398,-13.760403776048932
189,-51.276359789952686,1.740000000000001,-0.7011488908291725,1.9933753700766468,0.0,-1.529858328337448,2.0960448377238174,-14.243847137703892
190,-53.44241482682715,1.740000000000001,-3.282460373785913,1.9527862427073033,0.0,-7.426533419646614,1.8277356991135691,-13.86967424698523
191,-54.29899039289078,1.740000000000001,-5.831783263701338,1.976901618324434,0.0,-13.30468341298456,1.7060198302685508,-13.565800190581053
192,-52.27148494079055,1.740000000000001,1.6097549834587581,2.0036305395414264,0.0,3.680991504213919,2.057199571829283,-14.133397945926756
193,-50.4437331217917,1.740000000000001,-0.7956876664752136,1.9041343045966796,0.0,-2.2190177411329697,1.9450601411741086,-14.137889578920127
194,-49.94879263476129,1.740000000000001,-0.6393115163571452,1.8810717481093033,0.0,-2.201312004420517,1.9050216477526556,-14.11546937628708
195,-51.632197471384536,1.740000000000001,-1.4593097185464623,1.9405987042907187,0.0,-4.0402129650998875,1.8003961387032876,-14.034937389544966
196,-51.40292007934689,1.740000000000001,0.34667697705618966,2.0500183673384424,0.0,0.5439172767959995,2.1226186627566053,-14.283334998450698
197,-51.648605444650116,1.740000000000001,1.3198422111449306,2.0169246398210747,0.0,3.3574008358496674,2.088099022154115,-14.166186886843455
198,-52.361482229250186,1.740000000000001,-1.7489090269217549,1.8585772437175083,0.0,-2.5302745514077536,0.47676695637428657,-12.31354553475904
199,-50.416587219067694,1.740000000000001,1.2664000849518682,1.5086243284690666,0.0,5.514306138613074,-0.694535582331523,-14.316657132016909
200,-37.71052016685365,1.620000000000001,-0.3156557671878659,-0.41430643910232695,0.0,0.44629864979515477,-1.348082183080718,-19.274771711221952
201,-221.86858023696917,5.0399999999999805,-11.489825610973082,-64.13905220184608,1.093767733345595,-1.088790130694968,-22.130908073525585,-2.2639902016128164
202,-219.20323505880793,5.0399999999999805,-11.959069262843874,-64.37586481051638,1.0699824758289163,-1.0928384071532644,-22.475521387857793,-2.625936660377589
