time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-2.7371665678948486e-11,-4.290591808594618e-08,10.026168103529542,6.283157541307659,1.6416327852653012e-08,0.0,-2.7371276442911333e-09,-4.397341940365255e-06,0.8720374940653524,-0.0014049089766471387,7.687934421936605e-07,0.0,-0.045276148217092416,0.2519873282737663,900.0390091219946,899.9821681329863
0.12000000000000001,-1.2985323093156092e-09,-2.309976479222888e-06,10.10458551721356,6.28299732026618,7.184367856183371e-08,0.0,-5.058899049594315e-08,-9.723147085606237e-05,1.7409857437696998,-0.005330038228331779,1.1766694894680597e-06,0.0,0.14399307022166014,0.24588068378842132,900.3069538422138,900.1482102215687
0.18,-8.052958240727661e-09,-1.8712681307803688e-05,10.234908122665727,6.282777343035317,1.5631956618022969e-07,0.0,-1.9119949153846538e-07,-0.0005066296201598839,2.6015692410044053,-0.0005302861352182661,1.7294268007289103e-06,0.0,0.1891247245131207,0.3393758548342845,900.0754203701034,900.2697040670015
0.23999999999999996,-2.7098421449048314e-08,-6.71546033351377e-05,10.41650255484952,6.282494214034799,2.6008517295394995e-07,0.0,-4.653213108825413e-07,-0.0011370288450378357,3.4494352111204574,-0.01479218705217205,1.7294267607285555e-06,0.0,0.12945688025539304,0.22527199376307025,900.3694024686827,899.7923702742671
0.3,-6.694188926896377e-08,-0.00017197466150371094,10.648514170235572,6.28153984367799,3.638485841506167e-07,0.0,-8.838329064197425e-07,-0.0025478888507620995,4.2815682661730285,-0.01823289299297437,1.7293170357512278e-06,0.0,-0.002826558930107803,0.07047232428454211,900.3622583865662,900.2232877313397
0.36000000000000004,-1.360992509995601e-07,-0.0004027093673842089,10.92985132844421,6.2803780791250094,4.698737630093319e-07,0.0,-1.4418783234496224e-06,-0.005370466490256134,5.093100189673099,-0.02172403464942019,1.8426247422728415e-06,0.0,0.2476140675066813,-0.09084777000812802,900.2152973545491,900.0742739044315
0.4200000000000001,-2.4290896328164814e-07,-0.0008512785696654074,11.259180129889682,6.278903454851044,5.807184724204717e-07,0.0,-2.1391431798859592e-06,-0.009851536295029276,5.880828730910207,-0.03099993392842491,1.8569859698798606e-06,0.0,0.4901126039525068,-0.03234304757672925,900.2183719156,899.8431990643174
0.48000000000000015,-3.956920994485325e-07,-0.0016304641329273311,11.635012098113418,6.276913222156329,6.921376298762993e-07,0.0,-2.9733890438983906e-06,-0.016485593111995097,6.642803952224176,-0.03790904815740444,1.8569859237611966e-06,0.0,0.5653087015944581,0.14046880631123937,900.3516119129586,900.0722105735362
0.5400000000000001,-6.024365098922229e-07,-0.0028856166047328087,12.055690539770534,6.274696660257479,8.035567846675917e-07,0.0,-3.936672587481885e-06,-0.025761277627954007,7.375383209275348,-0.03507710584875654,1.8569858776425351e-06,0.0,0.7256023614770281,0.04157930488428241,899.975125414105,900.0898705027669
0.6000000000000002,-8.70669859892292e-07,-0.004776426613451909,12.519414173008414,6.272412692240822,9.222345536130661e-07,0.0,-5.02249085097495e-06,-0.03764073563570961,8.07738070440478,-0.044836960196659836,2.219915587703824e-06,0.0,0.36271724956341894,-0.16259072180855422,900.2977040850485,899.9028004783365
0.6600000000000003,-1.207896758211262e-06,-0.007462029348345417,13.02429319432581,6.269667047526662,1.0554294878062365e-06,0.0,-6.238519150306175e-06,-0.052329242399476394,8.747035084913813,-0.047675016402260476,2.219915521796695e-06,0.0,0.5612902694459745,0.07142011075235477,900.1588229071456,900.043895002666
0.7200000000000003,-1.6220465599364099e-06,-0.011119750877581793,13.568344551794553,6.26698411516697,1.1886244184466932e-06,0.0,-7.585136848275951e-06,-0.07002482232907502,9.382999461465637,-0.03937224143387816,2.21991545588957e-06,0.0,0.6360845148632928,0.022165676156604745,899.8527834848393,900.1888148262285
0.7800000000000004,-2.120637366874369e-06,-0.01591737663198194,14.149505172408116,6.264846400069542,1.3225854482712407e-06,0.0,-9.051859481667967e-06,-0.09020562485984533,9.983954203452134,-0.029033025754604702,2.2582205865137053e-06,0.0,0.6472611287929017,-0.052821814847834235,899.5149749065234,899.9337636614956
0.8400000000000004,-2.710691251492438e-06,-0.021979494955249458,14.765694897076981,6.26322179824086,1.4802025170013167e-06,0.0,-1.06347390233069e-05,-0.1120570778501806,10.550629564339904,-0.0234262176312511,3.364402060663036e-06,0.0,0.5096161825721232,-0.28385573661721325,899.6012474111097,899.8285177357919
0.9000000000000005,-3.40005939299384e-06,-0.029386325369080424,15.41486753418841,6.262073188333366,1.6824722690600424e-06,0.0,-1.236999276986293e-05,-0.134945090248295,11.0834256020688,-0.01171993518991957,3.3846834935007186e-06,0.0,0.3801592758967768,-0.03843575451915979,899.5543347866458,900.02856794406
0.9600000000000005,-4.198612158851941e-06,-0.03817933625593483,16.094975697671366,6.261420934720668,1.8856964487667938e-06,0.0,-1.4272516670579552e-05,-0.1581588020111244,11.581907838806366,-0.00922455149336236,3.391841995325034e-06,0.0,0.332690702243173,-0.022834956619521913,899.5448329749807,899.6460854775747
1.0200000000000005,-5.116102600406884e-06,-0.04836387970628484,16.80401592613724,6.261135419358272,2.091649680124874e-06,0.0,-1.633307819133639e-05,-0.18128377590670633,12.047947243308094,0.0029411205510968836,3.5139774240091984e-06,0.0,0.14855793228169084,-0.09432038776523113,899.5031029673711,899.9958313015505
1.0800000000000005,-6.161692178194135e-06,-0.05991816025045865,17.540023364207023,6.261858234775151,2.3009776821680816e-06,0.0,-1.8541651964047566e-05,-0.203681774970628,12.480982584264826,0.025876402774800328,3.4384452276639733e-06,0.0,-0.07417371914412194,0.18302272163097824,898.9717532291171,899.9006484614986
1.1400000000000006,-7.3440913663451625e-06,-0.07276655238246507,18.30110417225144,6.264157475976894,2.507284392549991e-06,0.0,-2.0891342735547497e-05,-0.22421074808823846,12.88390173988114,0.05576315871856921,3.438445069545109e-06,0.0,0.007892701258564616,0.31699698276415417,899.0437917039344,900.2540650301561
1.2000000000000006,-8.671440026690968e-06,-0.08675264633630642,19.08549825838915,6.268045753579489,2.713591093161938e-06,0.0,-2.337198611203592e-05,-0.24139365069659494,13.258282645139206,0.07855351323773505,3.438444911426259e-06,0.0,0.2212032585929768,0.17314735276003385,899.502989650979,900.426371930741
1.2600000000000007,-1.0151314007603602e-05,-0.10163775708717242,19.89152092425296,6.273321220753347,2.9198977848921004e-06,0.0,-2.597436911635816e-05,-0.2540252201258881,13.60506289081642,0.10205468479346719,3.438444753307424e-06,0.0,0.29350250190970245,0.14182993814614286,899.6783036581832,900.63160128422
1.3200000000000007,-1.1790759962840913e-05,-0.11711804266449995,20.717545417704127,6.280164209441224,3.1262044668523004e-06,0.0,-2.8690071045166262e-05,-0.2610781368058623,13.925233941213651,0.1310286994028041,3.438444595188603e-06,0.0,0.5767826357612862,0.35838528301123485,899.6141335870068,900.7910404735289
1.3800000000000008,-1.3596410485768574e-05,-0.1328261227297503,21.562026935216046,0.005424037781032176,3.332511139930716e-06,0.0,-3.1513710600072065e-05,-0.26146137693241395,14.220524304238097,0.15528095108939377,3.438444437069797e-06,0.0,0.42013642228292886,0.3270075328866753,899.8179742391408,900.806722255589
1.4400000000000008,-1.5574624970441057e-05,-0.14833371683024857,22.423528697264484,0.015055426013008244,3.538817802350991e-06,0.0,-3.444154997626057e-05,-0.25429736277174947,14.492799657428176,0.169347104998081,3.4384442789510053e-06,0.0,0.16779701691655813,0.03405920969597448,900.2357064412532,900.8149521755569
1.5000000000000009,-1.7731365673570935e-05,-0.16317461854160992,23.30066338629393,0.025321085079524686,3.7588186696524417e-06,0.0,-3.746494137157903e-05,-0.23921853462496276,14.741864917574024,0.1743737131117929,4.123150863346578e-06,0.0,-0.1026917648079243,-0.2458038324705219,900.0917989434338,900.3070832305463
1.560000000000001,-2.0072825235702744e-05,-0.1768743365771607,24.1920968665645,0.03589196556514995,4.029671344163432e-06,0.0,-4.06039394287706e-05,-0.21628698448752093,14.969657780538974,0.17956706220182342,5.2963204907099195e-06,0.0,0.21799558456321128,-0.292324303053994,899.8636783982935,900.086605714251
1.620000000000001,-2.260738705496308e-05,-0.18896600959692977,25.096639546000485,0.04667572575884282,4.411398668580091e-06,0.0,-4.3911741028640326e-05,-0.1856451862203306,15.179044230454297,0.18005147467360882,8.493639940056314e-06,0.0,-0.0006094323081951569,-0.4825894965049213,900.1558925188908,900.1887722638829
1.680000000000001,-2.5347976143993744e-05,-0.1989958966444889,26.013197157261843,0.05741508120824701,4.939535970471809e-06,0.0,-4.748999385419111e-05,-0.14761451960207916,15.370364680848734,0.17677862774124006,9.419578039612399e-06,0.0,0.3650767168245248,-0.25970223501177997,900.1066225603927,899.9872660187748
1.740000000000001,-2.831335516664032e-05,-0.20653309805396602,26.94071841713885,0.0682457780750676,5.504710629544718e-06,0.0,-5.140845124428319e-05,-0.10260652733688522,15.54470098583047,0.18708301927859203,9.41957685296323e-06,0.0,0.11180899619249085,0.08141613691823196,899.613959609626,900.0445960292348
1.8000000000000012,-3.152426515592674e-05,-0.21116283852378054,27.87822965013915,0.07969795667685009,6.052763460218102e-06,0.0,-5.5672066235065235e-05,-0.050674581794885945,15.70355719306414,0.19752394744053586,8.56348176349548e-06,0.0,-0.25012209328958684,-0.014259055066277865,899.4436142929396,899.8816993880927
1.8600000000000012,-3.500079561432985e-05,-0.2124633372085015,28.82485872087587,0.09169557805575934,6.675978674763883e-06,0.0,-6.0262732454913805e-05,0.008390450029919842,15.84880186263532,0.20442856773058996,1.4033547507847288e-05,0.0,-0.013181954731795759,-0.6313576952566136,899.5397713104252,899.836359603283
1.9200000000000013,-3.876563717609555e-05,-0.21000121142432304,29.77984812775393,0.10384052105507724,7.651407020858869e-06,0.0,-6.531780753637203e-05,0.07474088258030868,15.9823812687158,0.19805874281042743,2.0703950833301598e-05,0.0,0.1712074883146796,-0.6970447017414818,900.0979926923286,899.8575053928805
1.9800000000000013,-4.285389499553836e-05,-0.20334904504471116,30.74249004320615,0.11552335400818503,8.921221478885855e-06,0.0,-7.107785689831374e-05,0.1479890336725019,16.10402855548421,0.18702007618132496,2.2082805239336242e-05,0.0,-0.017921200803616838,-0.3174226342940813,900.1044898313137,899.6734114220029
2.0400000000000014,-4.731228489342197e-05,-0.19211102579143022,31.71207410968169,0.12676293768198743,1.028309969797192e-05,0.0,-7.766191596353538e-05,0.22752659538621015,16.21392478082417,0.1879312151600574,2.3928271855554238e-05,0.0,0.31694830812700947,-0.36663875933938106,899.5403802028027,899.5919022798208
2.1000000000000014,-5.2192472899052455e-05,-0.1759110023021007,32.68799505503437,0.13805127880073442,1.1756904986448546e-05,0.0,-8.514694378182747e-05,0.3133767849915344,16.31535746880756,0.18855081294188808,2.583369018661981e-05,0.0,0.12236336940518203,-0.37254655893004907,899.9822033207225,900.0220408613994
2.1600000000000015,-5.7549866308461674e-05,-0.1543787183207807,33.66971843631512,0.14926441302964655,1.3307165108500385e-05,0.0,-9.357614926686737e-05,0.40525311172258854,16.407450167021068,0.1833333661067552,2.584562571683508e-05,0.0,0.3004712040436278,-0.029496310684105354,900.0505455641027,899.8538060879761
2.2200000000000015,-6.344187167162749e-05,-0.127157132658021,34.656709581006595,0.16004036238124986,1.4858382510141155e-05,0.0,-0.0001029651757831536,0.5029762785716025,16.491041613116405,0.17084219917424154,2.586961863515207e-05,0.0,-0.13861035468451105,-0.14477956241530648,900.1956353735716,899.7030495113172
2.2800000000000016,-6.99255645858152e-05,-0.09390807066516539,35.648468117088576,0.17008390037799614,1.645483163148498e-05,0.0,-0.00011329921550857397,0.6060954242615293,16.5664426866604,0.1594140280746968,2.8083177604604677e-05,0.0,0.09878584062716061,-0.40154196890669064,900.0908174640863,899.6392380447227
